Category,ResourceId,ResourceName,ResourceGroupName,CostUSD_T4_2024,CostUSD_T5_2024
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sunsymphony-vn-aks_app_insights,sunsymphony-vn-aks_app_insights,mysgr_prd,0.201478494623656,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sunworld-vn-aks_app_insights,sunworld-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/ticket-kissthestars-vn-aks_app_insights,ticket-kissthestars-vn-aks_app_insights,mysgr_prd,0.216935483870968,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/trieuniemvui-sungroup-com-vn-aks_app_insights,trieuniemvui-sungroup-com-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/vandonairport-vn-aks_app_insights,vandonairport-vn-aks_app_insights,mysgr_prd,0.203897849462366,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/www-solclub-com-vn-aks_app_insights,www-solclub-com-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/yokoonsenquanghanh-com-vn-aks_app_insights,yokoonsenquanghanh-com-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.insights/metricalerts/vms avaiability,vms avaiability,sap-dev,4.71962365591398,5.54932795698925
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.operationalinsights/workspaces/sun-log-worspace-01,sun-log-worspace-01,sap-dev,37.00446480835,40.17156006097
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/available memory bytes - prd-sap-erp-db-16810,available memory bytes - prd-sap-erp-db-16810,sap-prd,0.0967741935483871,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/data disk iops consumed percentage - prd-sap-erp-db-16810,data disk iops consumed percentage - prd-sap-erp-db-16810,sap-prd,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/network in total - prd-sap-erp-db-16810,network in total - prd-sap-erp-db-16810,sap-prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/network out total - prd-sap-erp-db-16810,network out total - prd-sap-erp-db-16810,sap-prd,0.0967741935483871,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/os disk iops consumed percentage - prd-sap-erp-db-16810,os disk iops consumed percentage - prd-sap-erp-db-16810,sap-prd,0.0967741935483871,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/percentage cpu - prd-sap-erp-db-16810,percentage cpu - prd-sap-erp-db-16810,sap-prd,0.0963709677419355,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/prd-sap-erp_16810,prd-sap-erp_16810,sap-prd,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/metricalerts/vm availability - prd-sap-erp-db-16810,vm availability - prd-sap-erp-db-16810,sap-prd,0.0966397849462366,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.insights/scheduledqueryrules/alert - 10g free disk space,alert - 10g free disk space,sap-prd,1.36323924731183,1.41280241935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.insights/actiongroups/actiongroup-sgr-management,actiongroup-sgr-management,sgr-management,6.000000000000001e-05,
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.insights/metricalerts/cpu usage percentage - sunworld-dev,cpu usage percentage - sunworld-dev,sunworld-dev,0.096505376344086,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.insights/metricalerts/memory working set percentage - sunworld-dev,memory working set percentage - sunworld-dev,sunworld-dev,0.0966397849462366,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/actiongroups/[devops] azure cloud infra,[devops] azure cloud infra,sunworld-prd,0.005,0.00544
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/actiongroups/[devops] system,[devops] system,sunworld-prd,0.00012,8e-05
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/cpu,cpu,sunworld-prd,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/cpu usage percentage - sunworld-prod,cpu usage percentage - sunworld-prod,sunworld-prd,0.0966397849462366,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/infra noti teams,infra noti teams,sunworld-prd,0.0966397849462366,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/memory,memory,sunworld-prd,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/memory working set percentage - sunworld-prod,memory working set percentage - sunworld-prod,sunworld-prd,0.0966397849462366,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.insights/metricalerts/storage,storage,sunworld-prd,0.0966397849462366,0.0997311827956989
Azure Synapse Analytics,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.synapse/workspaces/synapsewspsgr,synapsewspsgr,rg-dwh-prod,1048.09070425,730.5989494166666
Azure Synapse Analytics,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.synapse/workspaces/synapsewspsgr/sqlpools/dedicatedmis,dedicatedmis,rg-dwh-prod,33.40275004252769,24.01583327951739
Backup,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.recoveryservices/vaults/sunbackup-vault,sunbackup-vault,sap-prd,3536.202162487019,3585.842598714847
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.storage/storageaccounts/devecommercestr,devecommercestr,ecommerce-dev,0.0305058,0.2395992
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.storage/storageaccounts/prdecommercestr,prdecommercestr,ecommerce-prd,3.084e-05,7.32e-06
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.storage/storageaccounts/strelearningprd,strelearningprd,elearning-prod,,2.4e-07
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/virtualmachines/mysgr-poc-ci-agent,mysgr-poc-ci-agent,mc_mysgr_dev_mysgr-dev_southeastasia,0.004165284037590029,0.002456567436456681
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-46760169-vmss,aks-agentpool-46760169-vmss,mc_mysgr_dev_mysgr-dev_southeastasia,1.789140776284034,2.685705619379879
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.storage/storageaccounts/f6f86f5e9537a4619aafe1e,f6f86f5e9537a4619aafe1e,mc_mysgr_dev_mysgr-dev_southeastasia,1.58597184,1.50350644
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_dev/providers/microsoft.storage/storageaccounts/sgrstorage,sgrstorage,mysgr_dev,9.6e-07,1.32e-06
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/mysgrprddbiepzfvtc2iczi,mysgrprddbiepzfvtc2iczi,mysgr_prd,,0.6758358
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/securitystorageforappgw,securitystorageforappgw,mysgr_prd,6.4e-06,0.0001344
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/sgrbackup,sgrbackup,mysgr_prd,4.8e-07,1.56e-06
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/sgrops,sgrops,mysgr_prd,1.32e-06,4.8e-07
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/storagepaperlessprd,storagepaperlessprd,mysgr_prd,,4.8e-07
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.storage/storageaccounts/strminiapp,strminiapp,mysgr_prd,0.51823272,0.79048752
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.storage/storageaccounts/stsgrdwh,stsgrdwh,rg-dwh-prod,0.00029364,0.24696756
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/azurefirewalls/azure-firewall,azure-firewall,sap-dev,13.95941876463592,16.57014508094643
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/azure-dngdc-01,azure-dngdc-01,sap-dev,,2.6964470744133e-05
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/azure-hnidc-01,azure-hnidc-01,sap-dev,,2.9616616666317e-05
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/azure-swhl-01,azure-swhl-01,sap-dev,,0.00050983440130949
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/azure-swss-01,azure-swss-01,sap-dev,,0.0012776043266058
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/vpns2s-connection-tunnel01,vpns2s-connection-tunnel01,sap-dev,15.556943445392,16.0593120142445
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/connections/vpns2s-connection-tunnel02,vpns2s-connection-tunnel02,sap-dev,6.70705475661904,8.10276877172291
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/applicationgateways/application-gateway,application-gateway,sap-prd,224.3955222621561,296.6463005483524
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/applicationgateways/internal_application_gateway,internal_application_gateway,sap-prd,0.187631407901645,0.193756740912795
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.storage/storageaccounts/sungroupsa,sungroupsa,sap-prd,,8.4e-07
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/internal_app_gateway2,internal_app_gateway2,sgr-management,,0.1346548849344257
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/internal_application_gateway2,internal_application_gateway2,sgr-management,0.01885715417563918,
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/sgr-applicationgateway,sgr-applicationgateway,sgr-management,11.05994430530815,237.8699120698871
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.storage/storageaccounts/accstorageno1,accstorageno1,sgr-security,0.01903092,0.01981408
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.storage/storageaccounts/storeaccsun01,storeaccsun01,sgr-security,0.00427962,0.00466006
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prdselfhosted1367-osdisk-20240417-062901,prdselfhosted1367-osdisk-20240417-062901,sgr_dw_staging,2.4e-07,
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.storage/storageaccounts/strsunworld,strsunworld,sunworld-dev,0.51570408,0.00281328
Bandwidth,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.storage/storageaccounts/faceidsharefile,faceidsharefile,swg_faceid,,0.277755
Container Registry,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_dev/providers/microsoft.containerregistry/registries/sungroup,sungroup,mysgr_dev,283.241112084,304.2599533168
Content Delivery Network,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.cdn/profiles/dev-cdn-ecommerce,dev-cdn-ecommerce,ecommerce-dev,126.38089223071,168.43010460496
Content Delivery Network,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.cdn/profiles/prd-cdn-sunworld,prd-cdn-sunworld,sunworld-prd,8.433085958459,20.532443190405
Event Hubs,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.eventhub/namespaces/sungroupno1,sungroupno1,sgr-security,93.794347576,97.14710068800001
ExpressRoute,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/virtualnetworkgateways/vnetgateway-expressroute,vnetgateway-expressroute,sap-dev,136.8,141.36
ExpressRoute,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/expressroutecircuits/cmc-circuit,cmc-circuit,sap-prd,102.6145493393055,106.126825923612
ExpressRoute,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/expressroutecircuits/gateway-expressroute,gateway-expressroute,sap-prd,58.87984700643047,62.35398507057669
ExpressRoute,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/expressroutecircuits/hni_express_fpt_100mbps,hni_express_fpt_100mbps,sap-prd,96.78574425831799,100.011945745954
Functions,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.web/sites/miscleansftp,miscleansftp,rg-dwh-prod,,0.026371776
Key Vault,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.keyvault/vaults/sgr-keyvault,sgr-keyvault,sgr-security,9.002427,0.002043
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-dev_dev-ecommerce_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_ecommerce-dev_dev-ecommerce_southeastasia,18.0,18.6
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-dev_dev-ecommerce_southeastasia/providers/microsoft.network/loadbalancers/kubernetes-internal,kubernetes-internal,mc_ecommerce-dev_dev-ecommerce_southeastasia,25.90875517845746,34.12204277148471
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_ecommerce-prd_prd-ecommerce_southeastasia,18.0,18.6
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.network/loadbalancers/kubernetes-internal,kubernetes-internal,mc_ecommerce-prd_prd-ecommerce_southeastasia,20.13227219095882,44.5555030529341
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_elearning-prod_elearning-prod_southeastasia,18.0,18.5999930555556
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.network/loadbalancers/kubernetes-internal,kubernetes-internal,mc_elearning-prod_elearning-prod_southeastasia,24.62771535370462,27.71827387959696
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_elearning-staging_elearning-staging_southeastasia,18.0,18.6
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.network/loadbalancers/kubernetes-internal,kubernetes-internal,mc_elearning-staging_elearning-staging_southeastasia,18.01888435577042,18.64102813075297
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_mysgr_dev_mysgr-dev_southeastasia,86.88175152115988,89.64584777472541
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.network/loadbalancers/kubernetes,kubernetes,mc_mysgr_prd_mysgr-prod-premium_southeastasia,18.0,18.6
Load Balancer,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.network/loadbalancers/kubernetes-internal,kubernetes-internal,mc_mysgr_prd_mysgr-prod-premium_southeastasia,19.05638220609166,19.83343159013893
